11:07:34,TCP,8
11:07:35,TCP,21
11:07:36,TCP,22
11:07:37,TCP,33
11:07:38,TCP,40
11:07:39,TCP,43
11:07:40,TCP,22
11:07:41,TCP,21
11:07:42,TCP,22
11:07:43,TCP,23
11:07:44,TCP,27
11:07:45,TCP,29
11:07:46,TCP,22
11:07:47,TCP,23
11:07:48,TCP,35
11:07:49,TCP,57
11:07:50,TCP,50
11:07:51,TCP,22
11:07:52,TCP,24
11:07:53,TCP,26
11:07:54,TCP,28
11:07:55,TCP,42
11:07:56,TCP,56
11:07:57,TCP,43
11:07:58,TCP,35
11:07:59,TCP,35
11:08:00,TCP,34
11:08:01,TCP,32
11:08:02,TCP,36
11:08:03,TCP,34
11:08:04,TCP,34
11:08:05,TCP,42
11:08:06,TCP,36
11:08:07,TCP,51
11:08:08,TCP,25
11:08:09,TCP,27
11:08:10,TCP,18
11:08:11,TCP,16
11:08:12,TCP,16
11:08:13,TCP,25
11:08:14,TCP,25
11:08:15,TCP,25
11:08:16,TCP,32
11:08:17,TCP,19
11:08:18,TCP,72
11:08:19,TCP,48
11:08:20,TCP,24
11:08:21,TCP,11
11:08:22,TCP,22
11:08:23,TCP,25
11:08:24,TCP,54
11:08:25,TCP,53
11:08:26,TCP,29
11:08:27,TCP,33
11:08:28,TCP,25
11:08:29,TCP,23
11:08:30,TCP,26
11:08:31,TCP,30
11:08:32,TCP,25
11:08:33,TCP,33
11:08:34,TCP,47
11:08:35,TCP,47
11:08:36,TCP,26
11:08:37,TCP,52
11:08:38,TCP,23
11:08:39,TCP,22
11:08:40,TCP,21
11:08:41,TCP,25
11:08:42,TCP,22
11:08:43,TCP,23
11:08:44,TCP,32
11:08:45,TCP,34
11:08:46,TCP,31
11:08:47,TCP,41
11:08:48,TCP,47
11:08:49,TCP,61
11:08:50,TCP,24
11:08:51,TCP,21
11:08:52,TCP,37
11:08:53,TCP,51
11:08:54,TCP,50
11:08:55,TCP,48
11:08:56,TCP,34
11:08:57,TCP,29
11:08:58,TCP,35
11:08:59,TCP,30
11:09:00,TCP,33
11:09:01,TCP,30
11:09:02,TCP,43
11:09:03,TCP,56
11:09:04,TCP,81
11:09:05,TCP,44
11:09:06,TCP,23
11:09:07,TCP,28
11:09:08,TCP,32
11:09:09,TCP,34
11:09:10,TCP,73
11:09:11,TCP,64
11:09:12,TCP,42
11:09:13,TCP,37
11:09:14,TCP,45
11:09:15,TCP,46
11:09:16,TCP,36
11:09:17,TCP,36
11:09:18,TCP,30
11:09:19,TCP,38
11:09:20,TCP,50
11:09:21,TCP,54
11:09:22,TCP,55
11:09:23,TCP,29
11:09:24,TCP,40
11:09:25,TCP,34
11:09:26,TCP,31
11:09:27,TCP,40
11:09:28,TCP,33
11:09:29,TCP,46
11:09:30,TCP,33
11:09:31,TCP,33
11:09:32,TCP,56
11:09:33,TCP,47
11:09:34,TCP,51
11:09:35,TCP,35
11:09:36,TCP,36
11:09:37,TCP,40
11:09:38,TCP,36
11:09:39,TCP,30
11:09:40,TCP,47
11:09:41,TCP,28
11:09:42,TCP,31
11:09:43,TCP,30
11:09:44,TCP,24
11:09:45,TCP,32
11:09:46,TCP,32
11:09:47,TCP,32
11:09:48,TCP,36
11:09:49,TCP,56
11:09:50,TCP,29
11:09:51,TCP,87
11:09:52,TCP,34
11:09:53,TCP,30
11:09:54,TCP,39
11:09:55,TCP,34
11:09:56,TCP,35
11:09:57,TCP,29
11:09:58,TCP,34
11:09:59,TCP,34
11:10:00,TCP,29
11:10:01,TCP,60
11:10:02,TCP,75
11:10:03,TCP,33
11:10:04,TCP,27
11:10:05,TCP,23
11:10:06,TCP,24
11:10:07,TCP,22
11:10:08,TCP,35
11:10:09,TCP,37
11:10:10,TCP,51
11:10:11,TCP,25
11:10:12,TCP,27
11:10:13,TCP,39
11:10:14,TCP,34
11:10:15,TCP,35
11:10:16,TCP,35
11:10:17,TCP,28
11:10:18,TCP,26
11:10:19,TCP,25
11:10:20,TCP,58
11:10:21,TCP,44
11:10:22,TCP,39
11:10:23,TCP,29
11:10:24,TCP,24
11:10:25,TCP,31
11:10:26,TCP,26
11:10:27,TCP,31
11:10:28,TCP,52
11:10:29,TCP,37
11:10:30,TCP,49
11:10:31,TCP,27
11:10:32,TCP,23
11:10:33,TCP,35
11:10:34,TCP,19
11:10:35,TCP,39
11:10:36,TCP,49
11:10:37,TCP,55
11:10:38,TCP,13
11:10:39,TCP,26
11:10:40,TCP,22
11:10:41,TCP,26
11:10:42,TCP,22
11:10:43,TCP,12
11:10:44,TCP,16
11:10:45,TCP,20
11:10:46,TCP,32
11:10:47,TCP,31
11:10:48,TCP,31
11:10:49,TCP,36
11:10:50,TCP,25
11:10:51,TCP,43
11:10:52,TCP,22
11:10:53,TCP,27
11:10:54,TCP,23
11:10:55,TCP,7
11:10:56,TCP,10
11:10:57,TCP,35
11:10:58,TCP,41
11:10:59,TCP,51
11:11:00,TCP,21
11:11:01,TCP,22
11:11:02,TCP,20
11:11:03,TCP,28
11:11:04,TCP,24
11:11:05,TCP,20
11:11:06,TCP,38
11:11:07,TCP,42
11:11:08,TCP,38
11:11:09,TCP,34
11:11:10,TCP,59
11:11:11,TCP,38
11:11:12,TCP,35
11:11:13,TCP,32
11:11:14,TCP,35
11:11:15,TCP,31
11:11:16,TCP,35
11:11:17,TCP,35
11:11:18,TCP,35
11:11:19,TCP,34
11:11:20,TCP,47
11:11:21,TCP,60
11:11:22,TCP,65
11:11:23,TCP,34
11:11:24,TCP,34
11:11:25,TCP,35
11:11:26,TCP,32
11:11:27,TCP,35
11:11:28,TCP,36
11:11:29,TCP,47
11:11:30,TCP,64
11:11:31,TCP,46
11:11:32,TCP,33
11:11:33,TCP,35
11:11:34,TCP,40
11:11:35,TCP,52
11:11:36,TCP,33
11:11:37,TCP,16
11:11:38,TCP,23
11:11:39,TCP,24
11:11:40,TCP,19
11:11:41,TCP,18
11:11:42,TCP,23
11:11:43,TCP,27
11:11:44,TCP,38
11:11:45,TCP,29
11:11:46,TCP,14
11:11:47,TCP,18
11:11:48,TCP,18
11:11:49,TCP,21
11:11:50,TCP,14
11:11:51,TCP,26
11:11:52,TCP,35
11:11:53,TCP,38
11:11:54,TCP,32
11:11:55,TCP,33
11:11:56,TCP,31
11:11:57,TCP,33
11:11:58,TCP,34
11:11:59,TCP,35
11:12:00,TCP,33
11:12:01,TCP,33
11:12:02,TCP,30
11:12:03,TCP,54
11:12:04,TCP,61
11:12:05,TCP,33
11:12:06,TCP,29
11:12:07,TCP,40
11:12:08,TCP,58
11:12:09,TCP,50
11:12:10,TCP,35
11:12:11,TCP,27
11:12:12,TCP,16
11:12:13,TCP,25
11:12:14,TCP,35
11:12:15,TCP,24
11:12:16,TCP,20
11:12:17,TCP,18
11:12:18,TCP,21
11:12:19,TCP,22
11:12:20,TCP,30
11:12:21,TCP,26
11:12:22,TCP,20
11:12:23,TCP,24
11:12:24,TCP,24
11:12:25,TCP,28
11:12:26,TCP,38
11:12:27,TCP,35
11:12:28,TCP,51
11:12:29,TCP,27
11:12:30,TCP,34
11:12:31,TCP,24
11:12:32,TCP,32
11:12:33,TCP,40
11:12:34,TCP,44
11:12:35,TCP,29
11:12:36,TCP,21
11:12:37,TCP,19
11:12:38,TCP,22
11:12:39,TCP,25
11:12:40,TCP,27
11:12:41,TCP,25
