14:12:58,443,1
14:13:00,443,19
14:13:03,443,2
14:13:06,443,1
14:13:58,443,1
14:14:00,443,3
14:14:03,443,1
14:14:08,443,1
14:14:15,443,4
14:16:11,443,4
14:16:12,443,2
14:16:17,443,1
14:16:18,443,1
14:17:18,443,1
14:17:30,443,1
14:32:59,443,1
14:33:07,443,5
14:33:09,443,2
14:33:13,443,1
14:33:14,443,14
14:33:17,443,3
14:33:23,443,1
14:33:25,443,1
14:34:07,443,1
14:34:14,443,1
14:34:17,443,1
14:34:22,443,4
14:34:25,443,1
14:34:37,443,1
15:02:00,443,1
16:56:50,2967,1
16:56:50,443,6
17:08:29,1434,1
17:27:12,12174,1
17:28:55,12174,1
17:38:49,443,1
17:38:51,443,7
17:38:52,443,14
17:39:04,443,1
17:39:52,443,1
17:39:56,443,3
17:40:16,443,1
17:40:26,443,1
17:47:04,443,1
18:36:42,443,11
18:36:43,443,18
18:37:13,443,8
18:40:55,443,1
18:40:57,443,7
18:40:58,443,12
18:41:03,443,1
18:41:58,443,2
18:42:03,443,2
18:42:18,443,2
19:09:38,443,9
19:09:47,443,1
19:09:49,443,1
19:10:49,443,1
19:11:03,443,2
19:49:48,443,4
19:49:49,443,5
19:49:58,443,1
19:50:00,443,1
19:51:00,443,1
19:51:07,443,2
20:16:17,2967,1
20:58:43,443,1
21:38:32,443,6
22:04:36,60904,1
00:19:02,443,1
00:19:05,443,18
00:19:06,443,3
00:19:09,443,2
00:19:11,443,1
00:20:02,443,1
00:20:09,443,3
00:20:13,443,1
00:20:24,443,1
01:32:08,47569,1
01:54:43,47569,1
01:54:46,2967,1
01:59:57,25,1
04:01:29,443,1
04:58:31,443,7
05:06:56,443,6
05:06:56,1434,1
07:00:40,2967,1
09:12:53,443,1
09:39:02,443,3
09:39:03,443,3
10:04:42,4899,1
10:19:43,36315,1
13:42:06,1434,1
15:52:01,443,1
15:54:48,443,9
15:54:49,443,1
15:54:54,443,2
15:54:55,443,1
16:15:22,443,1
16:15:24,443,5
16:15:25,443,10
16:15:29,443,1
16:15:31,443,2
16:15:32,443,2
16:15:35,443,1
16:15:39,443,1
16:43:41,443,3
16:43:42,443,14
16:43:43,443,2
16:43:48,443,2
16:43:49,443,2
16:44:28,443,3
16:44:29,443,1
16:45:28,443,1
16:45:33,443,2
16:53:46,443,7
17:17:44,443,1
17:17:50,443,6
18:10:29,443,1
18:10:34,443,18
18:10:35,443,1
18:10:43,443,2
18:10:46,443,2
18:11:34,443,1
18:11:39,25,1
18:11:39,443,1
18:48:01,25,1
18:48:04,25,1
18:48:10,1434,1
19:52:47,1521,1
19:59:27,443,1
21:39:00,60904,1
21:39:00,443,6
23:02:23,443,1
23:02:25,443,7
23:02:26,443,3
23:02:31,443,2
23:02:32,443,1
23:10:18,443,1
23:10:21,443,7
23:10:22,443,3
23:10:27,443,2
23:10:28,443,1
23:11:25,443,1
23:34:27,443,17
23:34:28,443,14
23:34:31,443,6
23:34:32,443,1
23:34:32,36315,1
00:35:38,443,1
04:54:33,443,7
04:56:41,21,1
04:56:41,443,6
05:10:14,2967,1
05:37:36,1434,1
09:06:44,443,1
09:38:46,60904,1
09:38:46,443,6
15:49:09,443,1
15:49:12,443,7
15:49:13,443,26
15:49:21,443,6
15:49:23,443,1
15:50:11,443,1
17:01:51,443,7
17:06:23,443,7
19:21:10,25,1
21:29:11,443,1
21:39:44,443,5
21:39:45,443,1
22:33:26,3306,1
00:53:07,443,1
01:11:33,443,23
01:11:34,443,1
01:11:40,443,2
03:02:15,443,1
03:02:17,443,8
03:02:18,443,7
03:02:19,443,1
03:02:21,443,2
03:02:22,443,1
03:02:23,443,1
03:02:27,443,1
03:02:28,443,1
03:02:37,443,1
03:19:46,443,1
03:19:48,443,9
03:19:49,443,1
03:19:53,443,2
03:19:54,443,1
03:20:53,443,1
04:53:28,443,7
05:10:37,443,3
05:10:38,35043,1
05:10:38,443,3
06:21:00,35043,1
06:21:03,1434,1
06:41:18,1434,1
07:34:01,443,31
07:34:10,443,6
07:34:12,443,1
07:34:52,22,1
08:53:00,22,1
09:05:56,443,1
09:39:08,443,5
09:39:09,443,2
