16:56,TCP,11716
16:57,TCP,10833
16:58,TCP,11313
16:59,TCP,11151
17:00,TCP,11373
17:01,TCP,7220
17:02,TCP,10329
17:03,TCP,11423
17:04,TCP,11589
17:05,TCP,12824
17:06,TCP,12662
17:07,TCP,12501
17:08,TCP,10700
17:09,TCP,10828
17:10,TCP,7521
17:11,TCP,9506
17:12,TCP,8899
17:13,TCP,8867
17:14,TCP,11272
17:15,TCP,9369
17:16,TCP,8824
17:17,TCP,5270
17:21,TCP,236
17:22,TCP,10106
17:23,TCP,9953
17:24,TCP,9350
17:25,TCP,8315
17:26,TCP,10986
17:27,TCP,10094
17:28,TCP,11565
17:29,TCP,8800
17:30,TCP,11616
17:31,TCP,11257
17:32,TCP,11998
17:33,TCP,10438
17:34,TCP,11729
17:35,TCP,11770
17:36,TCP,9508
17:37,TCP,11379
17:38,TCP,10676
17:39,TCP,10986
17:40,TCP,12138
17:41,TCP,10309
17:42,TCP,11619
17:43,TCP,10254
17:44,TCP,10095
17:45,TCP,11361
17:46,TCP,7373
17:47,TCP,1
18:09,TCP,18
18:10,TCP,27
18:11,TCP,3
18:48,TCP,2
19:00,TCP,1
19:52,TCP,6
19:59,TCP,1
21:39,TCP,6
22:16,TCP,1
23:02,TCP,22
23:09,TCP,22
23:10,TCP,23
23:11,TCP,5
23:34,TCP,38
23:41,TCP,1
23:43,TCP,9
23:44,TCP,6
23:45,TCP,1
00:35,TCP,5
04:54,TCP,7
04:56,TCP,7
05:10,TCP,1
07:30,TCP,1
07:34,TCP,5
07:37,TCP,3
07:38,TCP,3
09:05,TCP,17
09:06,TCP,4
09:38,TCP,6
10:05,TCP,1
11:36,TCP,2
12:25,TCP,2
15:49,TCP,61
15:50,TCP,3
17:01,TCP,7
17:06,TCP,8
19:21,TCP,4
20:05,TCP,6
21:29,TCP,7
21:39,TCP,7
22:33,TCP,6
22:57,TCP,1
23:50,TCP,6
23:51,TCP,6
23:52,TCP,4
00:51,TCP,5
00:53,TCP,4
01:11,TCP,27
03:02,TCP,45
03:03,TCP,4
03:04,TCP,6189
03:05,TCP,5825
03:06,TCP,2975
[010],TCP,1
03:06,TCP,4561
03:07,TCP,7318
03:08,TCP,7301
03:09,TCP,6608
03:10,TCP,6524
03:11,TCP,2606
[010],TCP,1
03:11,TCP,3474
03:12,TCP,5491
03:13,TCP,5098
03:14,TCP,5348
03:15,TCP,5186
03:16,TCP,6438
03:17,TCP,2726
03:18,TCP,2
03:19,TCP,20
03:20,TCP,2
04:53,TCP,7
05:10,TCP,7
06:21,TCP,1
07:27,TCP,1
07:33,TCP,15
07:34,TCP,42
08:53,TCP,1
09:05,TCP,1
09:39,TCP,8
10:25,TCP,17
